"","texto","datahora","medio","Alcance","LIKES","rtas","cliks","comments","compartida","fecha","hora","datahoraposi","POSTID","datadate","FOTO","img_word","pro_spon","TEMA1","TEMA2","N_FOTOS","Grund"
"322","Wir reden nicht nur vom #Klimaschutz, die Union wird auch ganz konkret handeln.
Weil wir sind #Macher und keine Spalter.

Am #26september #CDU ✖️🗳","2021-09-15T14:28:01","Publicación de Facebook",565,12,NA,62,30,0,"2021-09-15","14:28:01",2021-09-15 14:28:01,"den nicht ",2021-09-15,NA,NA,NA,NA,NA,NA,NA
"323","#Deutschland #gemeinsam #machen

#btw21 #26Sep #vollerEnergie #Wahlkreis160 Elbe, Röder & Dresdner Heide #Erststimme #ROHWER #Zweitstimme #CDU #wegenmorgen","2021-09-15T04:30:00","Publicación de Facebook",273,11,NA,3,1,0,"2021-09-15","04:30:00",2021-09-15 04:30:00,"chland #ge",2021-09-15,NA,NA,NA,NA,NA,NA,NA
"324","#Morgenstunde und #guteLaune bringen einen motivierenden Auftakt für den Tag 🤗
Und dann noch Kaffee ☕️ und Muffins 🧁 zusätzlich zu unseren Äpfeln 🍏🍎 vom Gut Pesterwitz. Damit ging das Verteilen der ROHWER-Tüten am #Bahnhof in #Radeberg fast von allein. Radeberg

Danke 🙏 für die großartige Unterstützung an den CDU Stadtverband Radeberg. 👍

#btw21 #26Sep #CDU #vollerEnergie in den #Bundestag #Wahlkreis160 Elbe, Röder & Dresdner Heide #Erststimme #ROHWER #wegenmorgen","2021-09-15T02:19:02","Publicación de Facebook",493,23,NA,18,0,0,"2021-09-15","02:19:02",2021-09-15 02:19:02,"nstunde un",2021-09-15,NA,NA,NA,NA,NA,NA,NA
"325","Vermögensteuer schadet der Wirtschaft.
Viele sogenannte „reiche Menschen“ haben ihr Vermögen nicht auf der Bank liegen,  sondern sind im Unternehmen, Gebäude usw investiert. Aber davon haben einige anscheinend keine Ahnung.

https://www.t-online.de/finanzen/news/unternehmen-verbraucher/id_90785724/studie-vermoegensteuer-so-gefaehrlich-waere-sie-fuer-die-wirtschaft.html","2021-09-14T23:00:49","Publicación de Facebook",1465,30,NA,127,9,1,"2021-09-14","23:00:49",2021-09-14 23:00:49,"ensteuer s",2021-09-14,NA,NA,NA,NA,NA,NA,NA
"326","Dresdner Stimmen für Lars Rohwer ❌ 

Danke 🙏 Christian für deine #Unterstützung meiner #Kandidatur zur #Bundestagswahl Wir gehen gemeinsame Wege, um möglichst viel für Sachsen, für unsere Heimat zu erreichen.

#btw21 #26Sep #CDU #vollerEnergie in den #Bundestag #Wahlkreis160 Elbe, Röder & Dresdner Heide #Erststimme #ROHWER #wegenmorgen","2021-09-14T21:01:01","Publicación de Facebook",1454,88,NA,52,1,2,"2021-09-14","21:01:01",2021-09-14 21:01:01,"er Stimmen",2021-09-14,NA,NA,NA,NA,NA,NA,NA
"327","Der hessische Ministerpräsident bringt es auf den Punkt. 👇","2021-09-14T13:51:44","Publicación de Facebook",579,7,NA,17,0,1,"2021-09-14","13:51:44",2021-09-14 13:51:44,"ssische Mi",2021-09-14,NA,NA,NA,NA,NA,NA,NA
"328","Dresdner Stimmen für Lars Rohwer. ✖️

Herzlichen Dank 🙏 Dr. Thomas #deMaiziere für Ihre #Unterstützung meiner #Kandidatur zur #Bundestagswahl. 🗳
""Mit Lars Rohwer bewirbt sich ein urpolitischer #Dresdner für den Deutschen Bundestag, der sich bereits seit #Jugendtagen für seine #Heimatstadt und #Sachsen #erfolgreich eingesetzt hat.""

#btw21 #26Sep #CDU #vollerEnergie in den #Bundestag #Wahlkreis160 Elbe, Röder & Dresdner Heide #Erststimme #ROHWER #wegenmorgen","2021-09-14T09:00:00","Publicación de Facebook",331,13,NA,5,0,0,"2021-09-14","09:00:00",2021-09-14 09:00:00,"er Stimmen",2021-09-14,NA,NA,NA,NA,NA,NA,NA
"329","#Deutschland #gemeinsam #machen

#btw21 #26Sep #vollerEnergie #Wahlkreis160 Elbe, Röder & Dresdner Heide #Erststimme #ROHWER #Zweitstimme #CDU #wegenmorgen","2021-09-14T05:00:02","Publicación de Facebook",322,7,NA,6,2,0,"2021-09-14","05:00:02",2021-09-14 05:00:02,"chland #ge",2021-09-14,NA,NA,NA,NA,NA,NA,NA
"330","🙋🏻‍♂️ Ganz starke Standbesetzung heute morgen beim #Frühstand am Ullersdorfer Platz.

Danke 🙏 an alle, die dabei waren, besonders vom CDU Ortsverband Dresden Loschwitz/Weisser Hirsch 👌

#btw21 #26Sep #CDU #vollerEnergie in den #Bundestag  #Wahlkreis160 Elbe, Röder & Dresdner Heide #Erststimme #ROHWER #wegenmorgen","2021-09-14T02:30:54","Publicación de Facebook",631,25,NA,54,1,1,"2021-09-14","02:30:54",2021-09-14 02:30:54,"Ganz stark",2021-09-14,NA,NA,NA,NA,NA,NA,NA
"331","Dem ist nichts hinzuzufügen. 👍","2021-09-14T00:41:18","Publicación de Facebook",682,12,NA,10,0,1,"2021-09-14","00:41:18",2021-09-14 00:41:18,"t nichts h",2021-09-14,NA,NA,NA,NA,NA,NA,NA
"332","Dresdner Stimmen für Lars Rohwer ❌

Danke 🙏 Pierre für deine #Unterstützung meiner #Kandidatur zur #Bundestagwahl 🗳

#btw21 #26Sep #CDU #vollerEnergie in den #Bundestag #Wahlkreis160 Elbe, Röder & Dresdner Heide #Erststimme #ROHWER #wegenmorgen","2021-09-13T21:00:04","Publicación de Facebook",327,9,NA,3,0,0,"2021-09-13","21:00:04",2021-09-13 21:00:04,"er Stimmen",2021-09-13,NA,NA,NA,NA,NA,NA,NA
"333","MDR AKTUELL - Meldung vom 14.09.2021 um 7:30 Uhr

„Stromausfall in Dresden vermutlich durch Ballon verursacht

Der großflächige Strom-Ausfall in Dresden ist möglicherweise durch einen metallbeschichteten Ballon verursacht worden. Wie der Netzbetreiber SachsenEnergie am späten Abend mitteilte, wurden bei der Suche nach der Störungs-Ursache im Einspeise-Umspannwerk Dresden-Süd verschmorte Reste eines Flugobjekts gefunden. Die Kriminalpolizei untersuche, ob der Ballon gezielt gesteuert wurde. Ein Polizeisprecher wollte sich am Morgen nicht zum Stand der Ermittlungen äußern. Es sei noch unklar, ob der Ballon zufällig an die neuralgische Stelle des Umspannwerks gelangte. - Von dem Strom-Ausfall waren in Dresden und Umgebung zeitweise 300.000 Haushalte sowie Unternehmen betroffen. Straßenbahnen blieben liegen, Ampeln fielen aus.“
—-
Heute Nachmittag (13.09.2021) kam es zu einem längeren Stromausfall in Dresden und Umgebung. Betroffen waren im gesamten Versorgungsgebiet ca. 300.000 Haushalte sowie zahlreiche Industriekunden. Ursache für den Blackout war eine Störung im Hoch- und Mittelspannungsnetz.
Nachdem die Stromversorgung wieder gewährleistet war (im übrigen in der Schnelligkeit eine großartige Leistung der Mitarbeiterinnen und Mitarbeiter von SachsenEnergieNetze), galt es nun die Ursachen zu analysieren und alle erforderlichen Maßnahmen zu ergreifen um einen Wiederholungsfall zu vermeiden. Wir brauchen wirklich Stromspeicher im Netz, die schnell für Versorgungssicherheit im Stromnetz garantieren und sofort für Stabilität sorgen.
Wenn sich der Verdacht bestätigt, weshalb die Polizei Sachsen ermittelt, ist es wichtig, die Verursacher zu finden.","2021-09-13T13:03:32","Publicación de Facebook",1305,8,NA,404,6,0,"2021-09-13","13:03:32",2021-09-13 13:03:32,"TUELL - Me",2021-09-13,NA,NA,NA,NA,NA,NA,NA
"334","Dresdner Stimmen für Lars Rohwer. ✖️

Besten Dank 🙏 Thomas #deMaiziere für Ihre #Unterstützung meiner #Kandidatur zur #Bundestagswahl. 🗳
""Lars Rohwer ist ein äußerst engagierter und wertegebundener Abgeordneter. In den letzten Legislaturperioden des Sächsischen Landtages hat er sich #energisch für seinen #Wahlkreis in Dresden #stark gemacht. Zugleich hat er mit #Sachverstand auch sachsenweit Themen besetzt, wie die Energie- und #Umweltpolitik.""

#btw21 #26Sep #CDU #vollerEnergie in den #Bundestag #Wahlkreis160 Elbe, Röder & Dresdner Heide #Erststimme #ROHWER #wegenmorgen","2021-09-13T09:00:02","Publicación de Facebook",625,33,NA,7,0,0,"2021-09-13","09:00:02",2021-09-13 09:00:02,"er Stimmen",2021-09-13,NA,NA,NA,NA,NA,NA,NA
"335","#Deutschland #gemeinsam #machen

#btw21 #26Sep #vollerEnergie #Wahlkreis160 Elbe, Röder & Dresdner Heide #Erststimme #ROHWER #Zweitstimme #CDU #wegenmorgen","2021-09-13T02:30:00","Publicación de Facebook",246,6,NA,3,0,0,"2021-09-13","02:30:00",2021-09-13 02:30:00,"chland #ge",2021-09-13,NA,NA,NA,NA,NA,NA,NA
"336","🙋🏻‍♂️ Heute Morgen sind wir mit dem #Frühstand am Amalie-Dietrich-Platz gestartet.

Danke 🙏 #Morgenjungs aus dem CDU-Ortsverband Dresdner Westen für eure #Unterstützung 💪

#btw21 #26Sep #CDU #vollerEnergie in den #Bundestag #Wahlkreis160 Elbe, Röder & Dresdner Heide #Erststimme #ROHWER #wegenmorgen","2021-09-13T00:32:30","Publicación de Facebook",378,7,NA,14,0,0,"2021-09-13","00:32:30",2021-09-13 00:32:30,"Heute Morg",2021-09-13,NA,NA,NA,NA,NA,NA,NA
"337","Seit zwei Wochen läuft die #Briefwahl, knapp zwei Wochen lang, ist die Briefwahl noch möglich.

Bestimmt mit, wer im nächsten #Bundestag die Regierung stellt.

#btw21 #26Sep #CDU #Erststimme #ROHWER2021 #vollerEnergje in den Bundestag #Wahlkreis160 Elbe, Röder & Dresdner Heide","2021-09-12T21:09:11","Publicación de Facebook",255,8,NA,1,0,0,"2021-09-12","21:09:11",2021-09-12 21:09:11,"wei Wochen",2021-09-12,NA,NA,NA,NA,NA,NA,NA
"338","Ich fand ihn heute Abend sehr überzeugend und wir wollen gewinnen. Dafür kämpfen wir.

#btw21 #26Sep #CDU
#vollerEnergie #Wahlkreis160
#Erststimme #ROHWER
#wegenmorgen","2021-09-12T15:24:53","Publicación de Facebook",241,10,NA,4,0,0,"2021-09-12","15:24:53",2021-09-12 15:24:53,"nd ihn heu",2021-09-12,NA,NA,NA,NA,NA,NA,NA
"339","👍 👏👏👏","2021-09-12T12:47:00","Publicación de Facebook",872,15,NA,70,2,1,"2021-09-12","12:47:00",2021-09-12 12:47:00,"",2021-09-12,NA,NA,NA,NA,NA,NA,NA
"340","Dresdner Stimmen für Lars Rohwer ✖️

In zwei Wochen ist die #Bundestagswahl 🗳 2021 und sie ist noch nicht entschieden. Ich möchte für Stadt und Land #Verantwortung tragen und suche den Ausgleich.

Danke 🙏 Christian für deine #Unterstützung meiner #Kandidatur.

#btw21 #26Sep #CDU #vollerEnergie in den #Bundestag #Wahlkreis160 Elbe, Röder & Dresdner Heide #Erststimme #ROHWER #wegenmorgen","2021-09-12T09:00:00","Publicación de Facebook",679,22,NA,13,0,3,"2021-09-12","09:00:00",2021-09-12 09:00:00,"er Stimmen",2021-09-12,NA,NA,NA,NA,NA,NA,NA
"341","#Deutschland #gemeinsam #machen 
Heute Abend um 20:15 Uhr das #Triell in #ARD und #ZDF - #Einschalten!

#btw21 #26Sep #vollerEnergie #Wahlkreis160 Elbe, Röder & Dresdner Heide #Erststimme #ROHWER #Zweitstimme #CDU Armin Laschet #wegenmorgen","2021-09-12T02:30:04","Publicación de Facebook",407,8,NA,6,1,0,"2021-09-12","02:30:04",2021-09-12 02:30:04,"chland #ge",2021-09-12,NA,NA,NA,NA,NA,NA,NA
"342","In 2️⃣ Wochen ist #Bundestagwahl 🗳

Vielen Dank 🙏 Dr. Dirk Freitag-Stechl für Ihre #Unterstützung meiner #Kandidatur ❌ „Lars Rohwer ist jemand der zuhören kann und der dann seine #Meinung klar artikuliert. Seinen Mitmenschen begegnet er mit großer #Offenheit und #Wertschätzung, auch und insbesondere wenn sie seine Einstellung nicht teilen. Ich wünsche mir, dass Lars Rohwer die Interessen unserer Region in Berlin als Bundestagsabgeordneter vertritt.“
#Radeberg Radeberg 

#btw21 #26Sep #CDU #vollerEnergie in den #Bundestag #Wahlkreis160 Elbe, Röder & Dresdner Heide #Erststimme #ROHWER #wegenmorgen","2021-09-11T21:00:01","Publicación de Facebook",302,8,NA,2,0,0,"2021-09-11","21:00:01",2021-09-11 21:00:01," Wochen is",2021-09-11,NA,NA,NA,NA,NA,NA,NA
"343","Noch 1️⃣5️⃣ Tage bis zur Bundestagswahl ❌

Heute jähren sich die Terrorangriffe vom 11. September 2001 in den USA zum 20. Mal. Jeder von uns weiß sicher noch, wo er war, als er die Nachricht erhielt, dass ein Flugzeug in den Südturm des New Yorker World Trade Center geflogen ist. Dies beispiellosen Gewaltakte forderten nahezu 3.000 Menschenleben. Seit dem ist 9/11 ein fester Begriff in unserem Leben geworden.

Stehen wir zusammen gegen Terror und Unfreiheit, egal wann und wo auf der Welt. 🕊

#September11 #neverforget #wtc #memorial #twintowers #nyc #worldtradecenter #newyork #manhattan #th #wewillneverforget #newyorkcity #usa #america #twintowersnyc #heroes #sept #southtower #tribute #remember #architecture #nycneverforget #victims #ny #newyorkersneverforget #wtcofnyc","2021-09-11T09:00:01","Publicación de Facebook",322,8,NA,4,0,0,"2021-09-11","09:00:01",2021-09-11 09:00:01,"️⃣5️⃣ Tage",2021-09-11,NA,NA,NA,NA,NA,NA,NA
"344","Sehr cooles 😎 Feuerwehr 🚒 Theater-Stück zu 150 Jahre Feuerwehr Radeberg. 👏👏👏

Herzlichen Glückwunsch 💐 und auf die nächsten 150 Jahre #Brandschutz 🧯für #Radeberg und Umgebung.","2021-09-11T07:14:35","Publicación de Facebook",338,7,NA,7,0,1,"2021-09-11","07:14:35",2021-09-11 07:14:35,"ooles 😎 Fe",2021-09-11,NA,NA,NA,NA,NA,NA,NA
"345","#Klartext von Armin Laschet in dieser Woche im ZDF.

#btw21 #26Sep #CDU #vollerEnergie #Wahlkreis160 #Erststimme #ROHWER #Bundestag #wegenmorgen 
#Deutschland 🇩🇪 #gemeinsam #machen","2021-09-11T06:01:12","Publicación de Facebook",277,11,NA,25,0,0,"2021-09-11","06:01:12",2021-09-11 06:01:12,"ext von Ar",2021-09-11,NA,NA,NA,NA,NA,NA,NA
"346","🙋🏻‍♂️ Heute Vormittag waren wir (bis zum einsetzenden Regen 🌧) aktiv mit unserem #Infostand und den ROHWER-Tüten am Einkaufszentrum Straßenbahnhof Mickten.
👉 Wir kämpfen um jede Stimme und lassen nichts unversucht. 🤗
Danke für eure #Unterstützung aus dem CDU-Ortsverband Pieschen. 🙏

Mittlerweile bin ich unterwegs zum #Straßenfest in #Pulsnitz veranstaltet von Stark4Sachsen GmbH.

#btw21 #26Sep #CDU #vollerEnergie in den #Bundestag #Wahlkreis160 Elbe, Röder & Dresdner Heide #Erststimme #ROHWER #wegenmorgen","2021-09-11T04:00:51","Publicación de Facebook",479,16,NA,33,1,0,"2021-09-11","04:00:51",2021-09-11 04:00:51,"Heute Vorm",2021-09-11,NA,NA,NA,NA,NA,NA,NA
"347","#Deutschland #gemeinsam #machen

#btw21 #26Sep #vollerEnergie #Wahlkreis160 Elbe, Röder & Dresdner Heide #Erststimme #ROHWER #Zweitstimme #CDU #wegenmorgen","2021-09-11T02:30:04","Publicación de Facebook",235,7,NA,0,0,0,"2021-09-11","02:30:04",2021-09-11 02:30:04,"chland #ge",2021-09-11,NA,NA,NA,NA,NA,NA,NA
"348","Dieser Tag vor 20 Jahren wird immer mit der Sicherheitspolitik auf der Welt verbunden bleiben. Jeder weiß noch, wo er war, als er von den Anschlägen auf das WorldTradeCenter erfahren hat. Arbeiten wir für eine friedlichere Welt ohne Hass und Diskriminierung.","2021-09-10T23:00:16","Publicación de Facebook",941,7,NA,84,6,0,"2021-09-10","23:00:16",2021-09-10 23:00:16," Tag vor 2",2021-09-10,NA,NA,NA,NA,NA,NA,NA
"349","Dresdner Stimmen für Lars Rohwer ❌ zur #Bundestagswahl 🗳

Danke 🙏 Bettina für deine #Unterstützung zu meiner #Kandidatur.

#btw21 #26Sep #CDU #vollerEnergie in den #Bundestag #Wahlkreis160 Elbe, Röder & Dresdner Heide #Erststimme #ROHWER #wegenmorgen","2021-09-10T21:00:01","Publicación de Facebook",530,25,NA,10,0,3,"2021-09-10","21:00:01",2021-09-10 21:00:01,"er Stimmen",2021-09-10,NA,NA,NA,NA,NA,NA,NA
"350","Zur heutigen 🚲#Demo von #Langebrück über #Liegau-#Augustusbad nach #Radeberg kann ich nur meine #Unterstützung für das Anliegen signalisieren. Diese #Radschnellverbindung muss kommen und nach meinen Informationen wird auch bereits an der Realisierung gearbeitet. Ich verstehe die Ungeduld vieler sehr gut, die jetzige Situation ist einfach nicht schön, aber die Planung läuft bereits in den Stadtverwaltungen von #Dresden und #Radeberg, wie mir Christian Hartmann versichert hat.

ADFC Dresden Epilepsiezentrum Kleinwachau Langebrück, Sachsen, Germany Liegau-Augustusbad, Sachsen, Germany Radeberg

#btw21 #26Sep #CDU #vollerEnergie in den #Bundestag #Wahlkreis160 Elbe, Röder & Dresdner Heide #Erststimme #ROHWER #wegenmorgen","2021-09-10T07:15:00","Publicación de Facebook",675,26,NA,28,1,3,"2021-09-10","07:15:00",2021-09-10 07:15:00,"utigen 🚲#D",2021-09-10,NA,NA,NA,NA,NA,NA,NA
"351","🙌 Aller guten Dinge sind #drei ✌️

👍 Den dritten Infostand des Tages haben wir erfolgreich in der Südvorstadt von #Radeberg durchgeführt. Danke 🙏 Ingrid Petzold für die tatkräftige #Unterstützung. 🙋🏻‍♂️

#btw21 #26Sep #CDU #vollerEnergie in den #Bundestag #Wahlkreis160 Elbe, Röder & Dresdner Heide #Erststimme #ROHWER #wegenmorgen
#Deutschland #gemeinsam #machen","2021-09-10T05:56:37","Publicación de Facebook",0,22,NA,31,0,0,"2021-09-10","05:56:37",2021-09-10 05:56:37,"r guten Di",2021-09-10,NA,NA,NA,NA,NA,NA,NA
"352","🙋🏻‍♂️ Und nun haben wir den 2. Infostand des Tages in #Radeberg auf dem #Markt vorm #Rathaus erfolgreich durchgeführt. 👌
Danke 🙏 für die gute #Unterstützung vom CDU Stadtverband Radeberg. 👍

#btw21 #26Sep #CDU #vollerEnergie in den #Bundestag #Wahlkreis160 Elbe, Röder & Dresdner Heide #Erststimme #ROHWER #wegenmorgen 
#Deutschland #gemeinsam #machen","2021-09-10T01:55:28","Publicación de Facebook",375,14,NA,12,0,0,"2021-09-10","01:55:28",2021-09-10 01:55:28,"Und nun ha",2021-09-10,NA,NA,NA,NA,NA,NA,NA
"353","🤗 Erster Infostand des Tages erfolgreich durchgezogen. 💪
Danke 🙏 #Morgenjungs für die fröhliche #Unterstützung zum #Frühstand am #Körnerplatz. 🙋🏻‍♂️

#btw21 #26Sep #CDU #vollerEnergie in den #Bundestag #Wahlkreis160 Elbe, Röder & Dresdner Heide #Erststimme #ROHWER #wegenmorgen
#Deutschland #gemeinsam #machen","2021-09-09T23:22:14","Publicación de Facebook",407,13,NA,12,0,0,"2021-09-09","23:22:14",2021-09-09 23:22:14,"er Infosta",2021-09-09,NA,NA,NA,NA,NA,NA,NA
"354","#ROHWER2021 zu Kunst & Kultur","2021-09-09T21:00:02","Publicación de Facebook",940,39,NA,72,6,4,"2021-09-09","21:00:02",2021-09-09 21:00:02,"R2021 zu K",2021-09-09,NA,NA,NA,NA,NA,NA,NA
"355","Die #Bundestagswahl 🗳 2021 steht vor der Tür und sie ist noch nicht entschieden. ✖️

Vielen Dank 🙏 Andreas Känner für deine #Unterstützung meiner #Kandidatur. Mit offenem Ohr 👂 und auf Augenhöhe 👀 gehen wir die Themen gemeinsam an. #Radeberg Radeberg

#btw21 #26Sep #CDU #vollerEnergie in den #Bundestag #Wahlkreis160 Elbe, Röder & Dresdner Heide #Erststimme #ROHWER #wegenmorgen","2021-09-09T09:00:03","Publicación de Facebook",262,9,NA,4,0,0,"2021-09-09","09:00:03",2021-09-09 09:00:03,"undestagsw",2021-09-09,NA,NA,NA,NA,NA,NA,NA
"356","🙋🏻‍♂️ Heute Morgen waren wir mit den ROHWER-Tüten und dem Äpfeln 🍏🍎  wieder am #Bahnhof in #Klotzsche. Danke 🙏 an den CDU-Ortsverband im Dresdner Norden für die Unterstützung.

#btw21 #26Sep #CDU #vollerEnergie in den #Bundestag #Wahlkreis160 Elbe, Röder & Dresdner Heide #Erststimme #ROHWER #wegenmorgen","2021-09-09T07:00:15","Publicación de Facebook",0,12,NA,21,0,0,"2021-09-09","07:00:15",2021-09-09 07:00:15,"Heute Morg",2021-09-09,NA,NA,NA,NA,NA,NA,NA
"357","#Deutschland #gemeinsam #machen

#btw21 #26Sep #vollerEnergie #Wahlkreis160 Elbe, Röder & Dresdner Heide #Erststimme #ROHWER #Zweitstimme #CDU #wegenmorgen","2021-09-09T02:30:04","Publicación de Facebook",268,13,NA,5,1,0,"2021-09-09","02:30:04",2021-09-09 02:30:04,"chland #ge",2021-09-09,NA,NA,NA,NA,NA,NA,NA
"358","#Deutschland #gemeinsam #machen

#btw21 #26Sep #vollerEnergie #Wahlkreis160 Elbe, Röder & Dresdner Heide #Erststimme #ROHWER #Zweitstimme #CDU Armin Laschet #wegenmorgen","2021-09-08T05:30:05","Publicación de Facebook",0,29,NA,52,9,1,"2021-09-08","05:30:05",2021-09-08 05:30:05,"chland #ge",2021-09-08,NA,NA,NA,NA,NA,NA,NA
"359","🙋🏻‍♂️ Heute Morgen am #Frühstand von 06.00 bis 09.00 Uhr hatten wir wirklich starke #Unterstützung von vielen jungen Leuten. 
#Mitmachtour Junge Union Deutschlands

Über 700 Rohwer-Tüten 💪 gingen in den drei Stunden an Frau 👩🏻 und Mann 🧔🏻
🙏 Vielen Dank für eure Tatkraft. 👌

Besten Dank 😊 auch an alle Mitglieder vom CDU-Ortsverband Dresden-Neustadt, die so zeitig mit auf den Beinen waren.

#btw21 #26Sep #CDU #vollerEnergie in den #Bundestag #Wahlkreis160 Elbe, Röder & Dresdner Heide #Erststimme #ROHWER #wegenmorgen","2021-09-08T02:28:59","Publicación de Facebook",789,36,NA,91,0,3,"2021-09-08","02:28:59",2021-09-08 02:28:59,"Heute Morg",2021-09-08,NA,NA,NA,NA,NA,NA,NA
"360","Dresdner Stimmen für Lars Rohwer ❌ Noch 18 Tage bis zur #Bundestagswahl 🗳

Vielen Dank 🙏 Annett für deine #Unterstützung meiner #Kandidatur. Ich freue mich auf die weiter Umsetzung toller Projekte für unseren sächsischen Mittelstand und für die Kultur und die Gesundheit und und und

#BTW21 #26Sep #CDU #vollerEnergie in den #Bundestag #Wahlkreis160 Elbe, Röder & Dresdner Heide #Erststimme #ROHWER #wegenmorgen","2021-09-07T21:00:00","Publicación de Facebook",394,16,NA,7,0,0,"2021-09-07","21:00:00",2021-09-07 21:00:00,"er Stimmen",2021-09-07,NA,NA,NA,NA,NA,NA,NA
"361","Aktuell werbe ich auf TAG24 Dresden für meine Vorstellungen, um die #Digitalisierung deutlich voranzutreiben. Dazu passend hat gestern Abend bei einer gemeinsamen Veranstaltung mit der Bundeskanzlerin unser Kanzlerkandidat Armin Laschet einen 25-Punkte-Plan zur digitalen Modernisierung von Staat und Wirtschaft vorgelegt. Dieser Plan kann hier abgerufen werden: https://k.cdu.de/digitalpapier.

#Deutschland 🇩🇪 #gemeinsam #machen
#btw21 #26Sep #CDU #vollerEnergie in den #Bundestag #Wahlkreis160 Elbe, Röder & Dresdner Heide #Erststimme #ROHWER #wegenmorgen 

https://www.tag24.de/anzeige/lars-rohwer-cdu-wahlkreis-dresden-bautzen-bundestagswahl-2101362?fbclid=IwAR2m40zJuiMX-k1H5c2yKnVdeMZ-RssLYJBBq1B_umSTG2aIyo7wK0asQFs","2021-09-07T09:00:05","Publicación de Facebook",533,31,NA,31,0,0,"2021-09-07","09:00:05",2021-09-07 09:00:05,"l werbe ic",2021-09-07,NA,NA,NA,NA,NA,NA,NA
"362","🙋🏻‍♂️ Heute Früh waren wir mit dem #Frühstand und den Äpfeln 🍏🍎 vom Gut Pesterwitz am Bahnhof Arnsdorf.

Danke 🙏 #Morgenjungs, hat wie immer viel Laune gemacht.

Die #Barrierefreiheit am Bahnsteig 4 & 5 aus Dresden kommend, muss dringend vom Deutsche Bahn Konzern gebaut werden.
🤜 So wie jetzt geht das nicht, da muss sich dringend was tun. 🤛 Dafür werde ich mich zusammen mit dem Arnsdorfer Bürgermeister einsetzen.

#btw21 #26Sep #CDU #vollerEnergie in den #Bundestag #Wahlkreis160 Elbe, Röder & Dresdner Heide #Erststimme #ROHWER #wegenmorgen","2021-09-07T07:00:30","Publicación de Facebook",749,42,NA,47,0,0,"2021-09-07","07:00:30",2021-09-07 07:00:30,"Heute Früh",2021-09-07,NA,NA,NA,NA,NA,NA,NA
